document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
54,9/5/2023 2:00,Advisory Committee on Land and Environmental Law,Advisory Committee on Land and Environmental Law,50,,"Threshold for appeal is lower, procedure for expropriation is longer",,A,,,"Advisory Committee on Land and Environmental Law of the Senate noted that the current procedure for expropriation has ""an important filtering effect"", because many cases are now settled before they reach the courts. The number of appeals will increase ""significantly"" under the new regime. "", the committee predicted, with a number of negative consequences: ""increasing pressure"" on the Council of State, rising costs and longer procedures.",,,0,3858,4298,,,1,,NRC,Instruments simplifies procedures
56,1/3/2021 1:00,IJzebrand Rijzebol,Province of Groningen,52,,implementation in municipalities is difficult due to limited funding,,A,,,"Warnings are also given about upcoming tasks, such as the Environmental Act and the implementation of the climate agreement. No money has yet been made available for this.",,,1,2648,2819,,,1,,NRCNEXT,More resources are needed for implementation
57,15/2/2022 1:00,Toine Smits and Berty Weernink,Brabant Environmental Federation,53,,"abolishment of ""no, unless"" approach in EPA makes it harder for nature conservation",,A,,,"No, not in the European protected Natura 2000 areas, but in areas that are included in the Netherlands Nature Network (NNN). This is considered the 'ecological backbone' of the Netherlands, previously known as the Ecological Main Structure (EHS). The new Environmental Act, which has been awaiting introduction for years, formally abolishes the 'no, unless' principle that, according to nature conservationists, has prevented a lot of misery; the principle that no interventions may be carried out in this nature unless it serves a ""major social interest"" and ""no alternatives"" are possible.",,,0,2436,3027,,,1,,NRC,Decentralization is helpful
63,12/2/2022 1:00,Geert Teisman,Erasmus University,56,,EPA allows municipalities to have integration across various interests,,A,,,"The Environmental Act does create that space, according to the professor. This gives municipalities the freedom to weigh up interests and play with them: living in nature, houses close to companies: if rules stand in the way of this, they can be bent a little. 'There is a real effort towards integration, which appeals to me enormously.'",,,1,4991,5329,,,1,,deVolkskrant,"Important for an integrated, long-term approach"
63,12/2/2022 1:00,Herman Weelink,Herman Weelink,57,,EPA's decentralization results in a lack of vision at national level,,A,,,"Integrated working, bottom-up planning: not everyone is equally enthusiastic about this. It is gushing policy prose that is intended to conceal the real cause of the problem, says landscape architect and planner Herman Weelink. 'Namely that there is a total lack of vision at national level about the organization of the Netherlands.'

Spatial planning as a coherent model for the organization of the country has in fact been abolished with the Environmental Act, says Weelink. 'It is solved by delegating it to lower authorities. Spatial planning is being replaced by aldermanic planning.'
",,,0,6762,7353,,,1,,deVolkskrant,Decentralization is helpful
63,12/2/2022 1:00,Herman Weelink,Herman Weelink,58,,Environmental vision is not effective since it is not legally binding,,A,,,"'Not that there is no vision at all. There is also one behind the Environmental Act: the National Environmental Vision, abbreviated to Novi. It is full of beautiful sentences and views. But unlike its predecessors, the Novi has not been democratically established by parliament and legally anchored, says Weelink. 'It is a non-binding piece.'",,,0,8818,9160,,,1,,deVolkskrant,Legislation is legally sound
63,12/2/2022 1:00,Claudia Carelse,Claudia Carelse,60,,EPA allows for more developmental possibilities,,A,,,"Look,” says Claudia Carelse, pointing to a construction site in The Hague where a concrete frame is rising. 'There will be an apartment complex here with business premises at the bottom.' It is not the first place where you would expect housing development, in a street with mainly activity: a printing house, car workshops, a glass shop. But it is possible in the Binckhorst, an old industrial estate wedged between the railway and the Trekvliet. Carelse is one of the project managers.",,,1,14034,14521,,,1,,deVolkskrant,"Important for an integrated, long-term approach"
63,12/2/2022 1:00,Arco Groothedde,Ministry for Housing and Spatial Planning of the Netherlands,63,,EPA should start even though it will not go smoothly,,Implementation Conditions,,,"According to Groothedde, many municipalities are on hold. 'They want to start.' As far as the ministry is concerned, the system is ready, Groothedde emphasizes. 'Will it go smoothly? No. Will we encounter anything else? Certainly, but that is normal for such a large project. We're going to fix that.'",,,1,18554,18855,,,1,,deVolkskrant,Implementation should not postpone
63,12/2/2022 1:00,Koos Serden,Rho Adviseurs,64,,civil servants are not ready to use DSO,,Implementation Conditions,,,"One of the speakers was Koos Serden, director of Rho Adviseurs, which helps municipalities make plans. 'We are the largest zoning farmer in the Netherlands.'

The DSO is far from ready for use, according to Serden. 'The software is brand new. We haven't had much time to practice with it yet, the bugs haven't been worked out yet.' Serden estimates that there are currently thirty people in the Netherlands who can get by with the system. 'But when the law comes into force, thousands of civil servants should be able to work with it. They all still need to be trained.'",,,0,19815,20385,,,1,,deVolkskrant,Implementation should not postpone
63,12/2/2022 1:00,Koos Serden,Rho Adviseurs,65,,municipalities cannot prioritize implementing EPA on time,,A,,,"And while agencies like his are already running out of money. 'We are busy working on plans for wind turbines, nitrogen and construction projects. There is a desperate shortage of people.' It is evident that the introduction of a new system threatens to delay ongoing housing construction projects, according to Serden. 'You don't need to have studied higher mathematics for that.'",,,0,20387,20768,,,1,,deVolkskrant,Implementation should not postpone
63,12/2/2022 1:00,Koos Serden,Rho Adviseurs,95,,new system delays housing construction,,A,,,"It is evident that the introduction of a new system threatens to delay ongoing housing construction projects, according to Serden. ",,,0,20576,20707,,,1,,deVolkskrant,Instruments simplifies procedures
63,12/2/2022 1:00,Lieuwe Koopmans,Tercera,66,,"dso is designed too complex, hard to make it work",,A,,,"Lieuwe Koopmans of Tercera, major supplier of planning software to municipalities and provinces, is even more negative. 'This system will never work. It's far too complex.' People have been warning about this for years, Koopmans emphasizes. ",,,0,20770,21011,,,1,,deVolkskrant,Digitalization is helpful
63,12/2/2022 1:00,Lieuwe Koopmans,Tercera,67,,"dso is used differently in various government authorities, causing difficulties in exchanging data",,A,,,"one of the problems is that the standards within the DSO are formulated too broadly. As a result, software agencies that work for municipalities, provinces and water boards have developed their own 'dialects'. If they come together in one system, they do not understand each other, so they cannot exchange data.",,,1,21224,21535,,,1,,deVolkskrant,
